model,girderName,L,D,w_oh,ts,S,Nb,n_bm1,n_bm2,n_bm3,n_bm4,n_r1,n_r2,n_r3,n_r4,sum_RY,d-G1,d-G2,d-G3,d-G4
Tx84-L_168-Nb_5-S_120-O_48-ts_85,Tx84,168.0,84.0,4.8055555555555545,8.5,12.0,5.0,0.6885407218437424,0.31117892573671246,0.07288310185179353,-5.6620833554730775e-06,1.0498030133920173,0.007907921200700519,0.022229242233985192,-0.0453068237304325,0.00012353502182804732,0.6955841779708862,0.290837824344635,0.071268580853939,-4.998085348616247e-34
Tx84-L_168-Nb_5-S_120-O_48-ts_100,Tx84,168.0,84.0,4.8055555555555545,10.0,12.0,5.0,0.6562965325013645,0.32571761621289136,0.0932540804515505,2.0490835222961687e-05,1.0251856398801322,0.030575282505555895,0.040010588146359355,-0.037394516717790025,0.00013232408437602317,0.6261693239212036,0.2881904542446136,0.0848638638854026,-4.124694882665209e-34
Tx84-L_168-Nb_5-S_120-O_60-ts_85,Tx84,168.0,84.0,6.0,8.5,12.0,5.0,0.7270665154945052,0.30029960317436294,0.05837270290055799,-1.1813878111999242e-05,1.121234095981246,-0.04987344215025771,0.017821727934323538,-0.05526266043522365,0.0001225584593100848,0.7126510143280029,0.2782909572124481,0.058078221976757,-6.096260180980755e-34
Tx84-L_168-Nb_5-S_120-O_60-ts_100,Tx84,168.0,84.0,6.0,10.0,12.0,5.0,0.691009873393249,0.3181736111108565,0.08065114795911914,1.550694333721832e-05,1.0934737723205539,-0.022756458100800247,0.03615020461306632,-0.04766646612254371,0.00011425767817740962,0.6398953199386597,0.2794674932956695,0.0739513784646987,-5.2577272551289265e-34
Tx84-L_210-Nb_5-S_60-O_24-ts_85,Tx84,210.0,84.0,2.4166666666666665,8.5,6.0,5.0,0.3763448526074087,0.2895414663640919,0.19447105064232365,0.10401411186688579,0.795742559523173,0.12281053757430652,0.1378035993302469,0.13070359002965734,0.0001503904570370196,1.1133557558059692,0.8177214860916138,0.5395762920379639,0.2824487388134002
Tx84-L_210-Nb_5-S_60-O_24-ts_100,Tx84,210.0,84.0,2.4166666666666665,10.0,6.0,5.0,0.36237801965201544,0.28384093726356735,0.19609106575948032,0.11119412698403802,0.7921063244041282,0.13520961681536803,0.13884340587786512,0.13846235119036543,0.0001582029570386112,1.01667320728302,0.7603787779808044,0.5160790681838989,0.2861982583999634
Tx84-L_210-Nb_5-S_60-O_26-ts_85,Tx84,210.0,84.0,2.611111111111111,8.5,6.0,5.0,0.38100281179107837,0.28965402872236845,0.1936816780043802,0.10247907785328159,0.8102052827374471,0.11373859747014711,0.13723309151774735,0.13077967819930014,0.00017578108202087606,1.116628646850586,0.8176243901252747,0.5370457768440247,0.2781446874141693
Tx84-L_210-Nb_5-S_60-O_26-ts_100,Tx84,210.0,84.0,2.611111111111111,10.0,6.0,5.0,0.36679325774725,0.2838424489793647,0.19532848072546732,0.10975762660611021,0.8062982886898311,0.12667152157727962,0.137892513020723,0.13928195684512668,0.00016210920699677445,1.0189288854599,0.7600474953651428,0.5137724280357361,0.282360315322876
Tx84-L_210-Nb_5-S_60-O_28-ts_85,Tx84,210.0,84.0,2.8055555555555554,8.5,6.0,5.0,0.38576205593317586,0.2898349508690047,0.19290108843521983,0.10089414965978322,0.824165327380293,0.10555664062491556,0.136608761160605,0.1301880301338244,0.00016699201952974363,1.1202634572982788,0.8177073001861572,0.5345378518104553,0.2737095952033996
Tx84-L_210-Nb_5-S_60-O_28-ts_100,Tx84,210.0,84.0,2.8055555555555554,10.0,6.0,5.0,0.37131824640937794,0.2839270143610729,0.19457664399077404,0.10825977324254378,0.8199294642850584,0.11912210751478565,0.13690385044631906,0.13931426711298378,0.00015039045700859788,1.021593689918518,0.7599244117736816,0.5114922523498535,0.2783695757389068
Tx84-L_210-Nb_5-S_60-O_30-ts_85,Tx84,210.0,84.0,3.0,8.5,6.0,5.0,0.3905529554040715,0.29004553287958657,0.19212931216915846,0.0992977399848034,0.8379180803564725,0.0977456566219456,0.13596302083322456,0.1293207868302537,0.00016796858204770615,1.124038577079773,0.8178677558898926,0.5320548415184021,0.2692487239837646
Tx84-L_210-Nb_5-S_60-O_30-ts_100,Tx84,210.0,84.0,3.0,10.0,6.0,5.0,0.3758839002264566,0.2840535752076337,0.19383523809508302,0.10674086167791914,0.8332947916660001,0.1120428571427675,0.13589824218739127,0.13897598586298407,0.00014062483202792464,1.0244510173797607,0.7599068880081177,0.5092397332191467,0.2743299603462219
Tx84-L_210-Nb_5-S_90-O_24-ts_85,Tx84,210.0,84.0,2.4166666666666665,8.5,9.0,5.0,0.47055325774716705,0.332306575963453,0.1753662433861031,0.048514523809485,0.8253491071421968,0.1379389508927468,0.10974064360110268,0.04903822544638934,0.00014062483197108122,1.308720588684082,0.8361579775810242,0.4366059899330139,0.1187613010406494
Tx84-L_210-Nb_5-S_90-O_24-ts_100,Tx84,210.0,84.0,2.4166666666666665,10.0,9.0,5.0,0.45059921390742486,0.3290082842023067,0.18327160997717765,0.05853886621310509,0.8160016369041091,0.14593998325881183,0.11768067336300109,0.06625877511155413,0.00013574201955179888,1.1855180263519287,0.7828113436698914,0.4301047325134277,0.1346054226160049
Tx84-L_210-Nb_5-S_90-O_31-ts_85,Tx84,210.0,84.0,3.111111111111111,8.5,9.0,5.0,0.48850225245614737,0.3316089493572555,0.17113210884340052,0.04359269085408455,0.8676336309516868,0.10761856398800913,0.10958734188979329,0.04357245628716752,0.00012109358192446962,1.3224633932113647,0.8319348692893982,0.4254573285579681,0.1071606874465942
Tx84-L_210-Nb_5-S_90-O_31-ts_100,Tx84,210.0,84.0,3.111111111111111,10.0,9.0,5.0,0.467288919122831,0.32859736961424957,0.17978760393031723,0.05393775510199767,0.8569248511897907,0.11738404017847752,0.11712074032728725,0.06270583147316412,0.0001464842069651695,1.1956052780151367,0.7797858119010925,0.4211770296096802,0.1243338286876678
Tx84-L_210-Nb_5-S_90-O_38-ts_85,Tx84,210.0,84.0,3.805555555555555,8.5,9.0,5.0,0.5063687074825881,0.3310220710503777,0.16694359788346433,0.03867739229021849,0.9091517113087965,0.07872061011898465,0.10923611421122213,0.0373137579054761,0.00016259748824154485,1.3368698358535769,0.8280079960823059,0.4144442975521087,0.095588244497776
Tx84-L_210-Nb_5-S_90-O_38-ts_100,Tx84,210.0,84.0,3.805555555555555,10.0,9.0,5.0,0.48391482993158563,0.3283870294781953,0.17636131519260267,0.049274939531328686,0.896740327380235,0.09084827008921303,0.11634657738085931,0.057893303571382254,0.00015624983200268616,1.2067112922668457,0.7772527933120728,0.4124056696891784,0.113927274942398
Tx84-L_210-Nb_5-S_90-O_45-ts_85,Tx84,210.0,84.0,4.5,8.5,9.0,5.0,0.5238719274372227,0.33046134542679534,0.1628252003022129,0.03387331821614826,0.9507177083325729,0.04975530598954352,0.1089493303570557,0.03098812313985616,0.00016113264447881193,1.351235032081604,0.8241580724716187,0.4036207795143127,0.084312804043293
Tx84-L_210-Nb_5-S_90-O_45-ts_100,Tx84,210.0,84.0,4.5,10.0,9.0,5.0,0.5001162207101063,0.3282303552529498,0.17301130763402636,0.044708310657560604,0.9365691220230602,0.06430006975441284,0.11562449776776464,0.052983900669600466,0.0001533201444772203,1.217912197113037,0.7748647928237915,0.4038296639919281,0.1037633344531059
Tx84-L_210-Nb_5-S_120-O_24-ts_85,Tx84,210.0,84.0,2.4166666666666665,8.5,12.0,5.0,0.5434015419496787,0.3454006046860426,0.14217493575196485,0.009140342025691856,0.8529433035707463,0.14986694568440392,0.07038546781988417,0.00024501488095218495,0.00012988264452928888,1.433690071105957,0.8008351922035217,0.330135315656662,0.0210981145501136
Tx84-L_210-Nb_5-S_120-O_24-ts_100,Tx84,210.0,84.0,2.4166666666666665,10.0,12.0,5.0,0.5195955857894559,0.3472313529853609,0.15641596371869573,0.019335680272093373,0.8383673363088531,0.15879782366058723,0.0856262462796934,0.01478103376114889,0.0001633299100944896,1.29509699344635,0.760555624961853,0.3410719931125641,0.0417059622704982
Tx84-L_210-Nb_5-S_120-O_36-ts_85,Tx84,210.0,84.0,3.6111111111111107,8.5,12.0,5.0,0.5751218745271287,0.34061052154167765,0.13203112622816346,0.0023407530234297222,0.9152184523802203,0.10314507998503653,0.0676357700892316,-0.009388214983251418,0.00012329084762541243,1.4603615999221802,0.785125732421875,0.3070886433124542,0.0064641213975846
Tx84-L_210-Nb_5-S_120-O_36-ts_100,Tx84,210.0,84.0,3.6111111111111107,10.0,12.0,5.0,0.548579470899032,0.3441313681025214,0.14812674225233805,0.012657340325008771,0.8983343749992813,0.11470522693443204,0.0836017299106474,0.006427712286081167,0.00010571272264314757,1.3152647018432615,0.749786913394928,0.322900116443634,0.0283202044665813
Tx84-L_210-Nb_5-S_120-O_48-ts_85,Tx84,210.0,84.0,4.8055555555555545,8.5,12.0,5.0,0.6062300831438838,0.3359451247162845,0.12197778533625919,2.6532501889623522e-05,0.9770858630944564,0.057197549293109,0.06477106584816247,-0.01944487653458266,0.00011401350386108788,1.4878580570220947,0.7697934508323669,0.2842950820922851,-2.68232106987803e-34
Tx84-L_210-Nb_5-S_120-O_48-ts_100,Tx84,210.0,84.0,4.8055555555555545,10.0,12.0,5.0,0.576852607709289,0.34125777777750477,0.13994045351462728,0.005997868953132012,0.9575985119039958,0.07190840773803771,0.0814078683035063,-0.002666391136530605,0.00013793928508221143,1.3366903066635132,0.7396144270896912,0.3049975931644439,0.014959342777729
Tx84-L_210-Nb_5-S_120-O_60-ts_85,Tx84,210.0,84.0,6.0,8.5,12.0,5.0,0.6365435525316147,0.3314313529853735,0.11207374149650898,2.4972245842761578e-05,1.039069270832502,0.011009474981390002,0.06207529296870034,-0.029598386346702515,0.00012646467573063092,1.5156879425048828,0.7548648118972778,0.261877954006195,-4.08364028328526e-34
Tx84-L_210-Nb_5-S_120-O_60-ts_100,Tx84,210.0,84.0,6.0,10.0,12.0,5.0,0.6041712471650496,0.338573605441906,0.13191613000745306,4.194229275908398e-05,1.0169989583325199,0.028840287853399545,0.07938574218743649,-0.011874458240317881,0.00013378889454429554,1.3586058616638184,0.7299175262451172,0.287475049495697,0.0018488846253603
Tx28-L_42-Nb_6-S_60-O_15-ts_85,Tx28,42.0,28.0,1.5,8.5,6.0,6.0,0.5433047524561035,0.29042479213884553,0.0932251039303865,0.015311546319904605,0.9245081845230698,0.08868826729903619,0.016260198683952766,-0.016533004034119957,3.588863825854105e-05,0.0366355553269386,0.0165183842182159,0.0051543493755161,0.0007242545252665
Tx28-L_42-Nb_6-S_60-O_15-ts_100,Tx28,42.0,28.0,1.5,10.0,6.0,6.0,0.5236087490547587,0.29476384164753444,0.10348968962576754,0.02040393666145382,0.9215309709814056,0.09392944335929986,0.0203872578938639,-0.016596194312672737,3.288265682499514e-05,0.0317551121115684,0.0151279317215085,0.0052071060054004,0.0009528203518129
Tx28-L_42-Nb_6-S_60-O_20-ts_85,Tx28,42.0,28.0,2.0,8.5,6.0,6.0,0.5761614229020333,0.2767818168932026,0.08153789918738752,0.011059635269029323,0.9924697730646822,0.024844653901579826,0.015266081310441656,-0.020398457845035765,3.170773005223282e-05,0.0372750498354435,0.0156381782144308,0.0045201992616057,0.0004834308347199
Tx28-L_42-Nb_6-S_60-O_20-ts_100,Tx28,42.0,28.0,2.0,10.0,6.0,6.0,0.5542509448219299,0.2837403864321237,0.09244471608080283,0.01567754393422782,0.9892983630944466,0.032126636323449004,0.01817758905318486,-0.020798371814529495,3.427120661569916e-05,0.0322507657110691,0.0144773824140429,0.004667742177844,0.0007145518320612
Tx28-L_42-Nb_6-S_60-O_25-ts_85,Tx28,42.0,28.0,2.5,8.5,6.0,6.0,0.6087140967493241,0.2632267337488446,0.06987006920818295,0.006768651384159362,1.0598281249991521,-0.03782666596909176,0.013709757486968198,-0.024240166073734328,3.17077300735491e-05,0.0379938073456287,0.014774658717215,0.0038878321647644,0.0002405356353847
Tx28-L_42-Nb_6-S_60-O_25-ts_100,Tx28,42.0,28.0,2.5,10.0,6.0,6.0,0.5845625472406509,0.2728514030610062,0.08139599867718356,0.010868207612897578,1.0561139322908217,-0.027895432245141374,0.015207730247848696,-0.02500166538781482,3.533932187593791e-05,0.032832745462656,0.0138454809784889,0.0041286339983344,0.0004719732387457
Tx28-L_42-Nb_6-S_60-O_30-ts_85,Tx28,42.0,28.0,3.0,8.5,6.0,6.0,0.6404520502640378,0.2500604686316972,0.0584289611677537,0.0025409108087659188,1.1270910528264793,-0.1004247930616756,0.012181987217484673,-0.028077776227656108,2.6126827975758715e-05,0.0387525595724582,0.0139384437352418,0.0032689671497792,1.258710312868061e-06
Tx28-L_42-Nb_6-S_60-O_30-ts_100,Tx28,42.0,28.0,3.0,10.0,6.0,6.0,0.6139704270592216,0.26237185846539857,0.07058019179888533,0.006116625035425946,1.1227726004455303,-0.08773384021570362,0.012225203741154652,-0.029194548107305512,3.1875576759432533e-05,0.0334555506706237,0.0132391322404146,0.0036016460508108,0.0002322357904631
Tx28-L_42-Nb_6-S_90-O_15-ts_85,Tx28,42.0,28.0,1.5,8.5,9.0,6.0,0.6689311224484444,0.24432459372618398,0.025372345639624448,2.4503354673012804e-05,0.9546318824397124,0.07218352399547796,-0.014380621047235519,-0.010217383975066231,3.668686367319651e-05,0.0415481142699718,0.0119318338111042,0.0010022104252129,-3.1369165907787383e-35
Tx28-L_42-Nb_6-S_90-O_15-ts_100,Tx28,42.0,28.0,1.5,10.0,9.0,6.0,0.6463801492814178,0.25759337207084454,0.03506808626225463,0.00011292841789484541,0.9539549851182845,0.07630480375737943,-0.012269519624246137,-0.013765045166004611,3.054996946616484e-05,0.036082524806261,0.0114188762381672,0.0014014361659064,-4.2184557673973374e-35
Tx28-L_42-Nb_6-S_90-O_21-ts_85,Tx28,42.0,28.0,2.1666666666666665,8.5,9.0,6.0,0.7114653250183273,0.21398937074812813,0.015329028486382294,2.988000755855508e-06,1.0206071428563264,0.003790832519528217,-0.011991860525939067,-0.010907524472182493,3.23972365876557e-05,0.0423112101852893,0.0103172892704606,0.0005366917466744,-3.344653935820699e-35
Tx28-L_42-Nb_6-S_90-O_21-ts_100,Tx28,42.0,28.0,2.1666666666666665,10.0,9.0,6.0,0.6863818027205393,0.23175033068764528,0.02387893725196502,8.095093234770073e-05,1.0214167596718018,0.007880429222463932,-0.011038863409124354,-0.01497196015856317,2.855583643679438e-05,0.0367120876908302,0.0101683931425213,0.0009318002266809,-4.5837724923530936e-35
Tx28-L_42-Nb_6-S_90-O_28-ts_85,Tx28,42.0,28.0,2.8333333333333335,8.5,9.0,6.0,0.7534045256985658,0.18398424508677647,0.005429898608744711,-1.881036160122267e-05,1.0863776041657975,-0.06416049339652605,-0.00985875665573058,-0.01157175990512467,3.093811490373355e-05,0.0431921184062957,0.0087284231558442,7.697237015236169e-05,-3.5445155261093346e-35
Tx28-L_42-Nb_6-S_90-O_28-ts_100,Tx28,42.0,28.0,2.8333333333333335,10.0,9.0,6.0,0.7258630479963959,0.20619137377156596,0.01276300459418858,4.815198648900154e-05,1.0884781436003195,-0.059708565848166514,-0.010261138916007414,-0.016149729410794372,3.2004322775947e-05,0.0374674946069717,0.0089401826262474,0.000463452306576,-4.940222787140721e-35
Tx28-L_42-Nb_6-S_90-O_35-ts_85,Tx28,42.0,28.0,3.5,8.5,9.0,6.0,0.794263227512592,0.15480448081998197,0.0002713719928073226,-4.016971371878872e-05,1.151980654760983,-0.13193816266730515,-0.00770979672385916,-0.012248177664610737,2.7046170004041414e-05,0.0441576763987541,0.0071834395639598,-2.407446294823253e-35,-3.748148398444885e-35
Tx28-L_42-Nb_6-S_90-O_35-ts_100,Tx28,42.0,28.0,3.5,10.0,9.0,6.0,0.7641819727885043,0.18146532501875126,0.0019340853528896091,1.589220757746272e-05,1.1553562127966948,-0.12709347098204118,-0.00947304425920001,-0.017341833205436273,3.1512226833285695e-05,0.0383007824420928,0.0077513614669442,3.285126877017319e-05,-5.30110931036463e-35
Tx28-L_42-Nb_6-S_120-O_15-ts_85,Tx28,42.0,28.0,1.5,8.5,12.0,6.0,0.7542057823123218,0.18401563681013244,0.0003169524754343647,-6.228510827068902e-05,0.9741512276777922,0.04882470703121094,-0.01962115914479457,-0.003265242440357321,2.9201235562936745e-05,0.0444455929100513,0.0080313421785831,-6.021926693680554e-35,-1.0017237989639877e-35
Tx28-L_42-Nb_6-S_120-O_15-ts_100,Tx28,42.0,28.0,1.5,10.0,12.0,6.0,0.7316316137560284,0.20209294690082094,0.0005145259058480388,-3.863310867963888e-05,0.9738170572908875,0.053509672619004814,-0.021014545259004765,-0.005956718808123954,3.743359065566665e-05,0.0387440025806427,0.008096320554614,-6.447714509983016e-35,-1.8219795095760824e-35
Tx28-L_42-Nb_6-S_120-O_21-ts_85,Tx28,42.0,28.0,2.1666666666666665,8.5,12.0,6.0,0.7919755763410141,0.1494113874715358,0.0002023159958426197,-6.002316291094971e-05,1.0251310453860847,-0.00777809651692086,-0.013970089866990311,-0.0034742319016201743,2.9945459154134824e-05,0.0449707061052322,0.0063519966788589,-4.2953206427519486e-35,-1.0643871040490605e-35
Tx28-L_42-Nb_6-S_120-O_21-ts_100,Tx28,42.0,28.0,2.1666666666666665,10.0,12.0,6.0,0.7680148809517665,0.17089256188572874,0.0003800565527857409,-4.3951748179705486e-05,1.0269787016360832,-0.004500483921592382,-0.016291384742360474,-0.006141967773432586,3.160473325891644e-05,0.03921789675951,0.0067242425866425,-5.003553119263121e-35,-1.8773386641249333e-35
Tx28-L_42-Nb_6-S_120-O_28-ts_85,Tx28,42.0,28.0,2.8333333333333335,8.5,12.0,6.0,0.8292727702185353,0.11517857142847929,8.85623346560138e-05,-5.7858537023704186e-05,1.076052455356282,-0.06421900576631767,-0.008433835710791244,-0.0036683509463326307,3.21650169112786e-05,0.0456226617097854,0.0046923859044909,-2.603803499975685e-35,-1.1225495371181339e-35
Tx28-L_42-Nb_6-S_120-O_28-ts_100,Tx28,42.0,28.0,2.8333333333333335,10.0,12.0,6.0,0.8040709561595986,0.1399595852228661,0.0002467935090700973,-4.967751939096318e-05,1.0799976748503264,-0.062156255812822296,-0.011801023937397553,-0.006301429385225613,3.2340254563223425e-05,0.0398235358297824,0.0053665121085941,-3.6304623580621206e-35,-1.9248615244852155e-35
Tx28-L_42-Nb_6-S_120-O_35-ts_85,Tx28,42.0,28.0,3.5,8.5,12.0,6.0,0.8657436696894056,0.08174620890016135,-2.373520208862897e-05,-5.562789351847401e-05,1.1268338913681462,-0.12048530505942742,-0.002921185993010591,-0.0038707609630735406,3.469916800469264e-05,0.0463749207556247,0.0030684357043355,-9.196309727511386e-36,-1.1832797767555626e-35
Tx28-L_42-Nb_6-S_120-O_35-ts_100,Tx28,42.0,28.0,3.5,10.0,12.0,6.0,0.8392756991678849,0.10981833427806784,0.00011539307563293867,-5.528235057039228e-05,1.1328683035705223,-0.11961544363829717,-0.007341888427728501,-0.006473224458235149,3.1268324633515476e-05,0.0405194349586963,0.0040404358878731,-2.2670514886350596e-35,-1.976184221991997e-35
Tx28-L_56-Nb_6-S_60-O_15-ts_85,Tx28,56.0,28.0,1.5,8.5,6.0,6.0,0.4621834077377255,0.3022093165388739,0.13988180272097653,0.04762972005204523,0.8722762276778736,0.11106984165727722,0.05110413469582965,-0.00746163068498287,4.3212845817208745e-05,0.0971182808279991,0.0547569431364536,0.0250221509486436,0.0084135234355926
Tx28-L_56-Nb_6-S_60-O_15-ts_100,Tx28,56.0,28.0,1.5,10.0,6.0,6.0,0.4434034863942031,0.30071035289091586,0.14815614370736446,0.05541123578333152,0.8704914899546607,0.11245432826441897,0.05643273925776736,-0.0029782202584379075,4.229731847971152e-05,0.0836288779973983,0.04904156178236,0.0238927230238914,0.0089196525514125
Tx28-L_56-Nb_6-S_60-O_20-ts_85,Tx28,56.0,28.0,2.0,8.5,6.0,6.0,0.4876076743193378,0.29613222789091953,0.13147579187914651,0.04265150337475329,0.9322557896197898,0.059128322056314304,0.04955321393690232,-0.013008804321278655,4.138179113510887e-05,0.0983441323041915,0.0534290373325347,0.0235602986067533,0.0075474535115063
Tx28-L_56-Nb_6-S_60-O_20-ts_100,Tx28,56.0,28.0,2.0,10.0,6.0,6.0,0.46694759778874206,0.2959835246596272,0.14078018707471732,0.05049566525825042,0.9304285016733628,0.06141804286406917,0.05452393450051442,-0.008522894723067958,4.2816117314714575e-05,0.0845266655087471,0.0480882674455642,0.0227345805615186,0.0081606525927782
Tx28-L_56-Nb_6-S_60-O_25-ts_85,Tx28,56.0,28.0,2.5,8.5,6.0,6.0,0.5127143388601341,0.2901656037412645,0.12304860225330293,0.03760418659648352,0.9912201450884928,0.009043045043938078,0.047279205322227805,-0.018507890973757515,4.357905677210283e-05,0.099754050374031,0.0521484650671482,0.0221012886613607,0.006670135539025
Tx28-L_56-Nb_6-S_60-O_25-ts_100,Tx28,56.0,28.0,2.5,10.0,6.0,6.0,0.490150775934982,0.2914387489368417,0.13338982780601574,0.04548778300379014,0.9888486328117089,0.013054005214135763,0.05170728410989167,-0.014021108354829745,4.113765051272367e-05,0.085622414946556,0.0471917539834976,0.0215811058878898,0.0073872948996722
Tx28-L_56-Nb_6-S_60-O_30-ts_85,Tx28,56.0,28.0,3.0,8.5,6.0,6.0,0.5370444834179376,0.28441496598616706,0.11477109906453403,0.03261724396787356,1.050112583704517,-0.04100734165733327,0.04503173828121398,-0.023975245884467426,4.4311478646363867e-05,0.1012327000498771,0.0509199164807796,0.0206730645149946,0.0058044148609042
Tx28-L_56-Nb_6-S_60-O_30-ts_100,Tx28,56.0,28.0,3.0,10.0,6.0,6.0,0.5125108418363247,0.28712680697255943,0.12615714019972898,0.04054148729801178,1.047106863838448,-0.03511287362232124,0.04886023821145645,-0.019474108014772368,4.18700723869847e-05,0.0867910832166671,0.0463452823460102,0.0204560067504644,0.0066240415908396
Tx28-L_56-Nb_6-S_90-O_15-ts_85,Tx28,56.0,28.0,1.5,8.5,9.0,6.0,0.5812469175165418,0.2947181388177914,0.07725089019976814,0.0037659907957293425,0.9072935267849884,0.11373939732133757,0.006440683637341388,-0.01664339229037452,4.440303136021839e-05,0.1116991266608238,0.046152114868164,0.0116294492036104,0.00017098315584
Tx28-L_56-Nb_6-S_90-O_15-ts_100,Tx28,56.0,28.0,1.5,10.0,9.0,6.0,0.5585761585879885,0.3008924851188069,0.0894956287201665,0.00897466667330277,0.9071947544635599,0.11408169991620337,0.013046722412098938,-0.01788887677872453,4.6615555788775964e-05,0.0962725952267646,0.042554073035717,0.012375715188682,0.0010177632793784
Tx28-L_56-Nb_6-S_90-O_21-ts_85,Tx28,56.0,28.0,2.1666666666666665,8.5,9.0,6.0,0.6157757759348815,0.27818720769535565,0.06553246572061085,0.00037448265438958135,0.9667017996644053,0.05831339808868102,0.004288876124787306,-0.019322243826714453,4.1717484506875735e-05,0.1134963631629943,0.0433165282011032,0.0098937321454286,-7.919405886563674e-35
Tx28-L_56-Nb_6-S_90-O_21-ts_100,Tx28,56.0,28.0,2.1666666666666665,10.0,9.0,6.0,0.5903585778056502,0.2877116284011304,0.07825142830563468,0.004994643438426064,0.96776081194119,0.05819395228789988,0.011074264526358329,-0.021349805559413723,4.2694046996416546e-05,0.0976674631237983,0.0404770784080028,0.0108843892812728,0.0004633827193174
Tx28-L_56-Nb_6-S_90-O_28-ts_85,Tx28,56.0,28.0,2.8333333333333335,8.5,9.0,6.0,0.6498386479586638,0.26175047831611714,0.05384451397742291,0.00018090654230427705,1.0257210518965008,0.0037212066650360864,0.0016982879638658289,-0.021991616385306067,4.2776062983307384e-05,0.1155377253890037,0.0405297875404357,0.0081634419038891,-9.00123377102332e-35
Tx28-L_56-Nb_6-S_90-O_28-ts_100,Tx28,56.0,28.0,2.8333333333333335,10.0,9.0,6.0,0.6217240114790944,0.27462656781440614,0.06698482674314368,0.0009225891528479015,1.0276068638384637,0.0037653176443887292,0.008404119219092048,-0.024808066231843992,4.008479407247023e-05,0.0993269905447959,0.0384485051035881,0.0093895951285958,-1.0143705799342747e-34
Tx28-L_56-Nb_6-S_90-O_35-ts_85,Tx28,56.0,28.0,3.5,8.5,9.0,6.0,0.6828708545912905,0.24578241921749047,0.042413889774625936,0.00015311104910702036,1.0846297433027037,-0.050811113629981676,-0.0008284367152616141,-0.024662401471799465,4.607959082392199e-05,0.1177001073956489,0.0378317981958389,0.0064743128605186,-1.0083620130093975e-34
Tx28-L_56-Nb_6-S_90-O_35-ts_100,Tx28,56.0,28.0,3.5,10.0,9.0,6.0,0.6519800170062812,0.2620131005525115,0.05597844919213209,0.00028163032791218964,1.0873284040169873,-0.050569846016979635,0.005781621660500397,-0.02826014273504994,4.1564896605450485e-05,0.1011010780930519,0.0364991128444671,0.0079313740134239,-1.1544368159363707e-34
Tx28-L_56-Nb_6-S_120-O_15-ts_85,Tx28,56.0,28.0,1.5,8.5,12.0,6.0,0.6709657206627284,0.25691438137734546,0.02807486647000305,4.7605994607277495e-05,0.9339005301331814,0.09575873674657519,-0.014692116873593156,-0.011871243068140615,3.974147132623784e-05,0.1213471740484237,0.036528468132019,0.0033772103488445,-4.865875065338615e-35
Tx28-L_56-Nb_6-S_120-O_15-ts_100,Tx28,56.0,28.0,1.5,10.0,12.0,6.0,0.6463330144552653,0.27001668792495404,0.03984128534223003,0.00012784498565040792,0.9335776367180032,0.09848510742179621,-0.011156665257036276,-0.01523567853653915,3.880591680172074e-05,0.1048681363463401,0.0348472632467746,0.0047819060273468,-6.231120492294395e-35
Tx28-L_56-Nb_6-S_120-O_21-ts_85,Tx28,56.0,28.0,2.1666666666666665,8.5,12.0,6.0,0.7037393707477363,0.2344885735542342,0.019879087279427124,3.102410245101419e-05,0.981118164061715,0.04847083827423578,-0.014795761108386601,-0.012271046229761388,4.29248361797363e-05,0.1229246333241462,0.033135425299406,0.0022715225350111,-5.025503524760434e-35
Tx28-L_56-Nb_6-S_120-O_21-ts_100,Tx28,56.0,28.0,2.1666666666666665,10.0,12.0,6.0,0.6767683354586422,0.2512885044640847,0.031000199298444584,0.00010604920679200701,0.9823055245527856,0.05037018694192399,-0.011527935573023701,-0.01621294403074875,4.468245794697623e-05,0.1061526611447334,0.0322637781500816,0.0037087069358676,-6.625761726103025e-35
Tx28-L_56-Nb_6-S_120-O_28-ts_85,Tx28,56.0,28.0,2.8333333333333335,8.5,12.0,6.0,0.7362243835028124,0.21211006590119086,0.01170483896682737,1.4102027529750623e-05,1.028220075333999,0.0015235966273704328,-0.015138647896890794,-0.012654585702068559,4.581828406458044e-05,0.1247479319572448,0.0297712441533803,0.0011659977026283,-5.178548527051431e-35
Tx28-L_56-Nb_6-S_120-O_28-ts_100,Tx28,56.0,28.0,2.8333333333333335,10.0,12.0,6.0,0.7070402317171214,0.2325469547192017,0.022107940051002722,8.353097098207603e-05,1.030743303570604,0.0029614148821125864,-0.012328124999990137,-0.017173163277748538,4.1771843946492027e-05,0.1077027022838592,0.0297023523598909,0.0026249543298035,-7.013511279896847e-35
Tx28-L_56-Nb_6-S_120-O_35-ts_85,Tx28,56.0,28.0,3.5,8.5,12.0,6.0,0.7678928039959844,0.19022556600750087,0.0037146909545038307,-2.587091355094656e-06,1.0752114955348542,-0.04532104492183874,-0.015457315717412299,-0.013046980721599495,4.526896766066102e-05,0.1267059892416,0.0264865346252918,0.0001115880077122,-5.335238250596193e-35
Tx28-L_56-Nb_6-S_120-O_35-ts_100,Tx28,56.0,28.0,3.5,10.0,12.0,6.0,0.7364615221082544,0.21429012542499862,0.013398801219695914,6.130088754246796e-05,1.0790658482134223,-0.044327950613803825,-0.013111557006825451,-0.01814195142472042,4.6274140380830886e-05,0.1093773245811462,0.0272104162722826,0.0015631319256499,-7.404798222208306e-35
