model,skew,girderName,L,D,w_oh,ts,S,Nb,Kg,n_bm1,n_bm2,n_bm3,n_bm4,n_r1,n_r2,n_r3,n_r4,sum_RY,d-G1,d-G2,d-G3,d-G4
Tx40-L_100-Nb_4-S_90-O_35-ts_85-sk_60,60,Tx40,100,40,3.5,8.5,9,4,1163961.142,0.49698589999960247,0.28552519999977155,0.10255559999991797,0.021615024999982708,1.122420546874102,0.45489109374963604,0.014704769,0.000315561,7.14415703839677e-05,0.4065950214862823,0.1722097843885421,0.055357497,0.011409881
Tx40-L_100-Nb_4-S_90-O_45-ts_85-sk_60,60,Tx40,100,40,4.5,8.5,9,4,1163961.142,0.5348797666662387,0.2855185333331049,0.097589267,0.017246542,1.144665703124084,0.3884923046871892,0.013640635986317212,-0.000806594,6.806556328342594e-05,0.4205735921859741,0.1697943061590194,0.050802004,0.008412167
Tx40-L_100-Nb_4-S_120-O_15-ts_85-sk_60,60,Tx40,100,40,1.5,8.5,12,4,1163961.142,0.5011003999995991,0.29409089999976473,0.066821283,0.012653563541656544,1.0104167968741915,0.4973651171871021,0.018906655273422373,0.001824887,7.050315483070335e-05,0.4382147789001465,0.1516903936862945,0.040787201,0.009538214
Tx40-L_100-Nb_4-S_120-O_26-ts_85-sk_60,60,Tx40,100,40,2.6666666666666665,8.5,12,4,1163961.142,0.5501583333328932,0.2881129666664362,0.056265254,0.009914519,1.0339540624991728,0.4254269531246596,0.019085767822250355,0.001216993,7.409659966128856e-05,0.4530892670154571,0.1442801356315612,0.035246141,0.007382341
Tx40-L_100-Nb_4-S_120-O_38-ts_85-sk_60,60,Tx40,100,40,3.8333333333333335,8.5,12,4,1163961.142,0.5980499333328548,0.2821805666664409,0.046634583,0.007097179,1.0528685937491578,0.34850503906222113,0.018866691,0.000620503,7.01254998460854e-05,0.4688601195812225,0.1376018226146698,0.030143572,0.005438008
Tx40-L_100-Nb_4-S_120-O_50-ts_85-sk_60,60,Tx40,100,40,5,8.5,12,4,1163961.142,0.6439510666661515,0.2764685666664455,0.037682354,0.004343973,1.0681224218741454,0.2669127929685364,0.018500333,1.8306579589829107e-05,7.017509088314e-05,0.4849722683429718,0.1316171735525131,0.025476744,0.003713927
Tx46-L_69-Nb_4-S_60-O_15-ts_85-sk_60,60,Tx46,69,46,1.5,8.5,6,4,1723182.5143749998,0.4547875796397678,0.28189816565124826,0.10436695722178865,0.024301391951951433,1.044775362318005,0.47106816123150724,0.019542741,0.004222248,5.221552098078064e-05,0.072467521,0.032548491,0.011149703,0.002421858
Tx46-L_69-Nb_4-S_60-O_20-ts_85-sk_60,60,Tx46,69,46,2,8.5,6,4,1723182.5143749998,0.48583011272102833,0.2797986417417071,0.098313712,0.021105735,1.0720802762672583,0.4202092674362581,0.019589079483679984,0.003076284,5.648798190804882e-05,0.074358635,0.031828117,0.010276194,0.001949429
Tx46-L_69-Nb_4-S_60-O_25-ts_85-sk_60,60,Tx46,69,46,2.5,8.5,6,4,1723182.5143749998,0.5171015893015537,0.27772414758781955,0.093155342,0.017719484,1.095681612317964,0.36607860620441735,0.019053403108001063,0.00197547,4.981989110319773e-05,0.076338999,0.031165173,0.009450439,0.001506747
Tx46-L_69-Nb_4-S_60-O_30-ts_85-sk_60,60,Tx46,69,46,3,8.5,6,4,1723182.5143749998,0.5480082965759111,0.275689018,0.088219422,0.014259499929975288,1.1166516077889619,0.30836413,0.018358426743644737,0.000829786,5.7788793697000074e-05,0.078336746,0.030547591,0.008669543,0.001102301
Tx46-L_69-Nb_4-S_90-O_15-ts_85-sk_60,60,Tx46,69,46,1.5,8.5,9,4,1723182.5143749998,0.5852679059016532,0.25918101939347743,0.046307406532204075,0.000894231,0.9927503396731189,0.3443461560232753,0.019555062556596673,0.000404191,5.299276553216714e-05,0.087869383,0.023354255,0.004766484,0.000503511
Tx46-L_69-Nb_4-S_90-O_25-ts_85-sk_60,60,Tx46,69,46,2.5,8.5,9,4,1723182.5143749998,0.6519852271926451,0.24129426591032993,0.035060905,0,1.0231051856875875,0.23237106544365468,0.019427350472697322,-0.000237967,5.2589361288823966e-05,0.091288358,0.020544525,0.003607217,0.000230316
Tx46-L_69-Nb_4-S_90-O_35-ts_85-sk_60,60,Tx46,69,46,3.5,8.5,9,4,1723182.5143749998,0.7170319960786814,0.223811332,0.02688976,0,1.108481317933896,0.11259352355063458,0.018696554,-0.000834998,5.059045994926237e-05,0.094837949,0.017990896,0.002561679,2.1189332528592786e-06
Tx46-L_69-Nb_4-S_90-O_45-ts_85-sk_60,60,Tx46,69,46,4.5,8.5,9,4,1723182.5143749998,0.7793140796745148,0.20719559966377038,0.019236024,0,1.2598926630424703,-0.014161378,0.017651331804786605,-0.001384243,5.436319553098201e-05,0.098471314,0.01570785,0.001656315,1.852623610076876e-11
Tx46-L_69-Nb_4-S_120-O_15-ts_85-sk_60,60,Tx46,69,46,1.5,8.5,12,4,1723182.5143749998,0.7013857732963653,0.178997042,0.023855214678269787,0,0.9767341485499432,0.2146657891755529,0.012058142620574594,-0.000384839,5.6416456331476184e-05,0.1006364300847053,0.013300109,0.002026719,0.000175819
Tx46-L_69-Nb_4-S_120-O_29-ts_85-sk_60,60,Tx46,69,46,2.9166666666666665,8.5,12,4,1723182.5143749998,0.7910266750676301,0.13913369915272772,0.014690431807031586,0,1.0787126358687025,0.060566958220060245,0.012361279,0.001113674,5.25302335034894e-05,0.1035953164100647,0.008731605,0.001344518,3.864141763187945e-05
Tx46-L_69-Nb_4-S_120-O_43-ts_85-sk_60,60,Tx46,69,46,4.333333333333334,8.5,12,4,1723182.5143749998,0.8741664216194085,0.10273647868086719,0.006232941,0,1.2541804800714607,-0.098317928,0.012079139598892058,0.003931032,4.8820440426311507e-05,0.1068857535719871,0.004959241,0.000770857,2.9031956959996164e-12
Tx46-L_69-Nb_4-S_120-O_57-ts_85-sk_60,60,Tx46,69,46,5.75,8.5,12,4,1723182.5143749998,0.9498735559748754,0.071910199,0,4.416991572145174e-06,1.4343363903974033,-0.122517451,0.011527492357327735,0.006097184,5.6533758282739655e-05,0.1104505658149719,0.002071705,0.000353928,7.988566405603414e-12
Tx46-L_92-Nb_4-S_60-O_15-ts_85-sk_60,60,Tx46,92,46,1.5,8.5,6,4,1723182.5143749998,0.3769800724634665,0.27518883900419067,0.1455501142090833,0.03767329,1.109862262227373,0.5446880944289121,0.16563735563845444,0.003614375,6.970207483902868e-05,0.1864256560802459,0.1057467386126518,0.048990987,0.015125583
Tx46-L_92-Nb_4-S_60-O_20-ts_85-sk_60,60,Tx46,92,46,2,8.5,6,4,1723182.5143749998,0.39934136735947884,0.27548645242574055,0.14255637602383048,0.034878456,1.1379603430697418,0.5131693699044808,0.15107385784634653,0.002331647,6.788627894138699e-05,0.1900275945663452,0.1050159558653831,0.047048718,0.013092426
Tx46-L_92-Nb_4-S_60-O_25-ts_85-sk_60,60,Tx46,92,46,2.5,8.5,6,4,1723182.5143749998,0.42183805923091644,0.2759632955259292,0.14118494013851338,0.031873265,1.1628289741838524,0.4798551715349422,0.13595835810111406,0.001203686,7.083122521578389e-05,0.193891168,0.1044375300407409,0.04522907,0.011136926
Tx46-L_92-Nb_4-S_60-O_30-ts_85-sk_60,60,Tx46,92,46,3,8.5,6,4,1723182.5143749998,0.44402414146152247,0.2764880474162879,0.14010465894758797,0.028703145,1.1855858525805734,0.44386591372247103,0.12087559442925114,-4.74E-05,7.994453700632675e-05,0.1977993696928024,0.10393934,0.043517422,0.00930139
Tx46-L_92-Nb_4-S_90-O_15-ts_85-sk_60,60,Tx46,92,46,1.5,8.5,9,4,1723182.5143749998,0.4831368935093803,0.29599507718942925,0.088262504,0.018139184,1.0179908288035335,0.49617671535286395,0.019416807755164495,0.003191185,6.79015377329506e-05,0.2240439057350158,0.090982094,0.027464477,0.004741059
Tx46-L_92-Nb_4-S_90-O_25-ts_85-sk_60,60,Tx46,92,46,2.5,8.5,9,4,1723182.5143749998,0.5326131064898071,0.2903004095775875,0.077245313,0.013901074895625299,1.0501789232328556,0.4240262398094434,0.019130035400375323,0.001967266,6.521599085829166e-05,0.232002392,0.087097608,0.023864785,0.003205942
Tx46-L_92-Nb_4-S_90-O_35-ts_85-sk_60,60,Tx46,92,46,3.5,8.5,9,4,1723182.5143749998,0.5813339240701083,0.28460389098906025,0.06674423,0.009427638,1.0766621093741386,0.345759001,0.018280618,0.000721404,7.619468956931996e-05,0.2403196096420288,0.083562508,0.020518383,0.001847158
Tx46-L_92-Nb_4-S_90-O_45-ts_85-sk_60,60,Tx46,92,46,4.5,8.5,9,4,1723182.5143749998,0.6285003938243238,0.2790464319468467,0.056912216446079224,0.004942768,1.0987259680697732,0.26150662364109517,0.017263868248967168,-0.000563481,6.545631677568053e-05,0.2487715184688568,0.0803646,0.017421441,0.000696131
Tx46-L_92-Nb_4-S_120-O_15-ts_85-sk_60,60,Tx46,92,46,1.5,8.5,12,4,1723182.5143749998,0.579096881,0.2724241493381563,0.051235586,0.001464884,0.9832141644013873,0.3921824898094689,0.018694175388487083,0.000638999,6.258575709239267e-05,0.257152259,0.071249194,0.015205702,0.001720464
Tx46-L_92-Nb_4-S_120-O_29-ts_85-sk_60,60,Tx46,92,46,2.9166666666666665,8.5,12,4,1723182.5143749998,0.651043911,0.25373022999349576,0.038802246,0,1.0122548403524512,0.28200216542097006,0.018005073879061684,-1.47E-05,6.962864195259044e-05,0.2671608030796051,0.063041076,0.011519236,0.000799636
Tx46-L_92-Nb_4-S_120-O_43-ts_85-sk_60,60,Tx46,92,46,4.333333333333334,8.5,12,4,1723182.5143749998,0.720260161,0.23555415091348514,0.029869203,0,1.0762426970100087,0.16413298233682522,0.016836267885941014,-0.000645833,6.273643764131975e-05,0.2777290642261505,0.055658888,0.008203818,4.576872015604749e-05
Tx46-L_92-Nb_4-S_120-O_57-ts_85-sk_60,60,Tx46,92,46,5.75,8.5,12,4,1723182.5143749998,0.7858176591046012,0.2183368777565991,0.021859833,0,1.2320843240479273,0.039284992,0.015455720320979483,-0.001238156,6.056587488956211e-05,0.2886817157268524,0.049143933,0.005328832,-2.45E-11
Tx46-L_115-Nb_4-S_60-O_15-ts_85-sk_60,60,Tx46,115,46,1.5,8.5,6,4,1723182.5143749998,0.3276378071831027,0.26200095778176896,0.15818465028342732,0.047982520478852604,1.194514130433827,0.5696796874995442,0.3021580842388887,-0.004061531,8.599844314005622e-05,0.3907570838928222,0.2514916658401489,0.1384685039520263,0.05630435
Tx46-L_115-Nb_4-S_60-O_20-ts_85-sk_60,60,Tx46,115,46,2,8.5,6,4,1723182.5143749998,0.34511654694364324,0.26269660995568145,0.1574894265909263,0.043491894,1.2239017663033687,0.5487163043473872,0.2963669836954151,-0.004858384,8.956899978329602e-05,0.39641127,0.2507349848747253,0.1346704512834549,0.050830115
Tx46-L_115-Nb_4-S_60-O_25-ts_85-sk_60,60,Tx46,115,46,2.5,8.5,6,4,1723182.5143749998,0.36267455576530533,0.26368499054799316,0.15706408317567774,0.039122429,1.2504622282598692,0.5268284307061003,0.2899574388584637,-0.005344024,7.96813044701139e-05,0.4026664197444916,0.2503477931022644,0.1311181038618087,0.045454271
Tx46-L_115-Nb_4-S_60-O_30-ts_85-sk_60,60,Tx46,115,46,3,8.5,6,4,1723182.5143749998,0.37991957151828454,0.2647555135473622,0.1567005671076251,0.035748551,1.275262635868545,0.5027864809778586,0.28340611413020805,-0.006000646,8.111563066393046e-05,0.409031868,0.2501195073127746,0.1277869343757629,0.040332958
Tx46-L_115-Nb_4-S_90-O_15-ts_85-sk_60,60,Tx46,115,46,1.5,8.5,9,4,1723182.5143749998,0.4143625204785594,0.2910090233141969,0.12887673597973306,0.031972756773761435,1.0583838315208924,0.5717103940212818,0.077274295,0.004900146,8.288565020109218e-05,0.4624402225017547,0.2327913045883178,0.091081187,0.021240937
Tx46-L_115-Nb_4-S_90-O_25-ts_85-sk_60,60,Tx46,115,46,2.5,8.5,9,4,1723182.5143749998,0.45246522999333677,0.2900269439191126,0.1229552488971921,0.027586209829845606,1.0911557065208661,0.5234095788039291,0.04968387,0.003407767,8.859243730796607e-05,0.4762654900550842,0.2286288142204284,0.084278435,0.016218251
Tx46-L_115-Nb_4-S_90-O_35-ts_85-sk_60,60,Tx46,115,46,3.5,8.5,9,4,1723182.5143749998,0.4899491367355879,0.2892244738498001,0.11713310649013943,0.022805729363560834,1.1190190896730177,0.4706654211952756,0.021953810716694392,0.001889103,8.438101151853061e-05,0.4908817112445831,0.2250583916902542,0.077986799,0.011627798
Tx46-L_115-Nb_4-S_90-O_45-ts_85-sk_60,60,Tx46,115,46,4.5,8.5,9,4,1723182.5143749998,0.526267675,0.28855092627576157,0.11152617517319369,0.017856066477616464,1.1432270380425635,0.41309582201053907,0.005963602,0.00022151,9.09728083797745e-05,0.505762517,0.2219513356685638,0.072165996,0.007544986
Tx46-L_115-Nb_4-S_120-O_15-ts_85-sk_60,60,Tx46,115,46,1.5,8.5,12,4,1723182.5143749998,0.49551299306828656,0.3025430875863994,0.080304839,0.015243424700680935,1.0032010190209366,0.5121969429343728,0.018226098,0.003059077,8.233633377585647e-05,0.5273604393005371,0.2039429396390915,0.058626287,0.009655296
Tx46-L_115-Nb_4-S_120-O_29-ts_85-sk_60,60,Tx46,115,46,2.9166666666666665,8.5,12,4,1723182.5143749998,0.552121487,0.29520907372377136,0.067316301,0.010881767,1.0337187499991731,0.4356362771735645,0.0176021,0.001903534,9.102621413603629e-05,0.5474127531051636,0.1935386508703231,0.049850862,0.006161064
Tx46-L_115-Nb_4-S_120-O_43-ts_85-sk_60,60,Tx46,115,46,4.333333333333334,8.5,12,4,1723182.5143749998,0.6069542028980651,0.28797086326378973,0.055032596,0.006324216,1.0581984374991535,0.35269205163015266,0.016538764223831878,0.000711896,8.092489578359618e-05,0.568481982,0.1841822415590286,0.041763693,0.003133514
Tx46-L_115-Nb_4-S_120-O_57-ts_85-sk_60,60,Tx46,115,46,5.75,8.5,12,4,1723182.5143749998,0.6593351480776074,0.2810104599871728,0.043901758,0.001820293,1.0778552989121812,0.26356559103239785,0.015359273,-0.000499946,7.881536821230384e-05,0.590087354,0.1758638173341751,0.034368616,0.000661086
Tx54-L_81-Nb_4-S_60-O_15-ts_85-sk_60,60,Tx54,81,54,1.5,8.5,6,4,2454461.0110999993,0.45937098003316396,0.29498110044176984,0.12282354061870984,0.027414164507421037,1.044296392746078,0.47751519097184014,0.040854571,0.008231613,5.9326107049173515e-05,0.098859973,0.048400268,0.018004732,0.003097661
Tx54-L_81-Nb_4-S_60-O_20-ts_85-sk_60,60,Tx54,81,54,2,8.5,6,4,2454461.0110999993,0.48836386729626124,0.29310519229768756,0.11731641518051886,0.023739379,1.0738414351843262,0.4337195216045913,0.019598404,0.006325014,6.347649771498709e-05,0.1011659130454063,0.047556896,0.016796529,0.002346301
Tx54-L_81-Nb_4-S_60-O_25-ts_85-sk_60,60,Tx54,81,54,2.5,8.5,6,4,2454461.0110999993,0.5175992988869507,0.2912917746276184,0.11186819844526945,0.019828875,1.099868152005293,0.3872260802466038,0.013775413230602405,0.004478116,6.082146839503366e-05,0.1035845205187797,0.046781532,0.015649015,0.001648679
Tx54-L_81-Nb_4-S_60-O_30-ts_85-sk_60,60,Tx54,81,54,3,8.5,6,4,2454461.0110999993,0.5465652085551691,0.2895219224709364,0.10653927246854253,0.015799538307155983,1.1234371141966322,0.33751671006917444,0.012372332537605842,0.002564293,6.46972008269131e-05,0.1060203313827514,0.046055913,0.01455997,0.001026659
Tx54-L_81-Nb_4-S_90-O_15-ts_85-sk_60,60,Tx54,81,54,1.5,8.5,9,4,2454461.0110999993,0.5821003912000627,0.28661591220827554,0.055976026266276416,0.002618684,0.9938939043201924,0.3686777826000137,0.021433153694041494,0.001165554,5.9432918575907934e-05,0.1175394058227539,0.037224058,0.008285903,0.000263362
Tx54-L_81-Nb_4-S_90-O_25-ts_85-sk_60,60,Tx54,81,54,2.5,8.5,9,4,2454461.0110999993,0.6449157140674616,0.2707583701669327,0.042401679,0,1.0298645833325095,0.26982732928219155,0.020727976104342984,6.122640915853995e-05,6.511872487635628e-05,0.122127742,0.033789754,0.006422942,3.3160722523462027e-06
Tx54-L_81-Nb_4-S_90-O_35-ts_85-sk_60,60,Tx54,81,54,3.5,8.5,9,4,2454461.0110999993,0.7067924604983423,0.2549771376312546,0.031430879,0,1.070018325616428,0.16349259741499264,0.019402943552260712,-0.001014271,5.471032338277837e-05,0.1268630027770996,0.030608995,0.004708148,2.443845820154777e-11
Tx54-L_81-Nb_4-S_90-O_45-ts_85-sk_60,60,Tx54,81,54,4.5,8.5,9,4,2454461.0110999993,0.7667906823140743,0.23966204338750324,0.023879108875660415,0,1.212555362653351,0.050211467978354886,0.017775606131833772,-0.002048604,5.9928829244881854e-05,0.131686121,0.027701775,0.003173616,3.048390359583486e-11
Tx54-L_81-Nb_4-S_120-O_15-ts_85-sk_60,60,Tx54,81,54,1.5,8.5,12,4,2454461.0110999993,0.689978611,0.22206426865805537,0.033873435,0,0.9778412422831683,0.2457073206016553,0.015140608422538043,-0.000518607,6.10064812320843e-05,0.1329282373189926,0.024683241,0.003732816,1.5463813269889215e-06
Tx54-L_81-Nb_4-S_120-O_30-ts_85-sk_60,60,Tx54,81,54,3,8.5,12,4,2454461.0110999993,0.7819323781937554,0.18013961286374858,0.022824656746920725,0,1.0607698688263119,0.095296387,0.014304759837951517,-0.001001408,6.459038930017869e-05,0.1382001489400863,0.018246733,0.00227436,5.3267081717711655e-11
Tx54-L_81-Nb_4-S_120-O_45-ts_85-sk_60,60,Tx54,81,54,4.5,8.5,12,4,2454461.0110999993,0.8693091500272475,0.14090689935466044,0.012247930479337862,0,1.2384497492274043,-0.064008247,0.012796534408747477,-0.000523201,5.937569812886068e-05,0.1437953561544418,0.012637032,0.001043049,4.4160692463934836e-11
Tx54-L_81-Nb_4-S_120-O_60-ts_85-sk_60,60,Tx54,81,54,6,8.5,12,4,2454461.0110999993,0.9511193415630251,0.11169947416543419,0.002534692,0,1.4221792052457758,-0.132039918,0.010984498,0.003080536,6.0935909317549886e-05,0.1496938914060592,0.007925499,0.000196091,4.3382179792939006e-11
Tx54-L_108-Nb_4-S_60-O_15-ts_85-sk_60,60,Tx54,108,54,1.5,8.5,6,4,2454461.0110999993,0.38691363740252543,0.2889813671694076,0.157318701,0.042406260716701324,1.1170266203694768,0.5407192925342896,0.21945008680537997,0.013767939,8.41979116330549e-05,0.258336455,0.1546277105808258,0.075557932,0.022232674
Tx54-L_108-Nb_4-S_60-O_20-ts_85-sk_60,60,Tx54,108,54,2,8.5,6,4,2454461.0110999993,0.40806424325527485,0.28915803612231095,0.1557348822586774,0.039549597,1.147250651040749,0.51359592,0.2080028754338614,0.011759547480821031,7.969656887496512e-05,0.2625955641269684,0.1537123173475265,0.07282009,0.019027868
Tx54-L_108-Nb_4-S_60-O_25-ts_85-sk_60,60,Tx54,108,54,2.5,8.5,6,4,2454461.0110999993,0.42933996341986685,0.2895668438497912,0.15420979080920447,0.036474051,1.1744148582166531,0.48513378906211185,0.1958480902776211,0.009957669,8.102408351362556e-05,0.2671909928321838,0.1529995501041412,0.070236847,0.015928989
Tx54-L_108-Nb_4-S_60-O_30-ts_85-sk_60,60,Tx54,108,54,3,8.5,6,4,2454461.0110999993,0.45031658664801655,0.29004863968883976,0.1527336819843314,0.033205272,1.1995992476842254,0.4542936559602847,0.18358995225679758,0.008001882,8.047476710260071e-05,0.271841288,0.1523890793323516,0.067803115,0.013026924
Tx54-L_108-Nb_4-S_90-O_15-ts_85-sk_60,60,Tx54,108,54,1.5,8.5,9,4,2454461.0110999993,0.4853547668034526,0.3076732967532975,0.10511135402369277,0.021987294,1.0203110532399244,0.5036166087958934,0.017717609546788488,0.006655967,8.892813623617712e-05,0.3036174774169922,0.1365048885345459,0.045082901,0.00550483
Tx54-L_108-Nb_4-S_90-O_25-ts_85-sk_60,60,Tx54,108,54,2.5,8.5,9,4,2454461.0110999993,0.5315520690439277,0.30286133973455426,0.094237226,0.016856045667567675,1.0564094328695253,0.44145974392325793,0.016881047001577932,0.004444561,8.343497219698293e-05,0.3134646713733673,0.1319057792425155,0.040004633,0.003127665
Tx54-L_108-Nb_4-S_90-O_35-ts_85-sk_60,60,Tx54,108,54,3.5,8.5,9,4,2454461.0110999993,0.5772157636026475,0.29816895290328227,0.084977252,0.011382937528568853,1.0870706018509821,0.37388823784692315,0.015428658944576778,0.002209078,7.720175688064046e-05,0.3237691521644592,0.127712607,0.035256211,0.001119393
Tx54-L_108-Nb_4-S_90-O_45-ts_85-sk_60,60,Tx54,108,54,4.5,8.5,9,4,2454461.0110999993,0.6217074759940157,0.2936685528118364,0.076386881,0.005816729,1.1135624999991092,0.30077530020230564,0.013856654414413104,-8.64E-05,8.16420644724758e-05,0.3342655003070831,0.1238985657691955,0.030829085,1.054591757565504e-05
Tx54-L_108-Nb_4-S_120-O_15-ts_85-sk_60,60,Tx54,108,54,1.5,8.5,12,4,2454461.0110999993,0.5752041609506143,0.2988553383628153,0.061027263,0.003734204,0.9856715856473597,0.4138464988422615,0.020884926124838617,0.001647577,8.399954737114967e-05,0.3427939414978027,0.1124884635210037,0.026297059,0.001103141
Tx54-L_108-Nb_4-S_120-O_30-ts_85-sk_60,60,Tx54,108,54,3,8.5,12,4,2454461.0110999993,0.6467229080927611,0.28176891860974257,0.045578332,0,1.0226468460639966,0.3115189163770656,0.019639712,0.000325777,8.291998805987078e-05,0.3571210205554962,0.1019317433238029,0.020159662,6.465060323534999e-06
Tx54-L_108-Nb_4-S_120-O_45-ts_85-sk_60,60,Tx54,108,54,4.5,8.5,12,4,2454461.0110999993,0.7160556127109041,0.2649839963418091,0.033906729,0,1.055147931133415,0.20087413194428375,0.017858669704846824,-0.000981368,7.572546900291854e-05,0.3721430003643036,0.092343442,0.014569953,1.2549584704757422e-09
Tx54-L_108-Nb_4-S_120-O_60-ts_85-sk_60,60,Tx54,108,54,6,8.5,12,4,2454461.0110999993,0.7824243255595021,0.24889606195681965,0.025760598851145372,0,1.210998625577735,0.082402922,0.01586459,-0.002237944,7.08388418360073e-05,0.3876743018627167,0.083780922,0.009621257,1.2075923594423443e-09
Tx54-L_135-Nb_4-S_60-O_15-ts_85-sk_60,60,Tx54,135,54,1.5,8.5,6,4,2454461.0110999993,0.33963237311358285,0.2745976954730313,0.16829790580690696,0.05276027,1.2086318287027367,0.5618732638884394,0.3576037037034176,0.011119983362259622,9.393299745852346e-05,0.5470510125160217,0.3649095296859741,0.2086654752492904,0.085558452
Tx54-L_135-Nb_4-S_60-O_20-ts_85-sk_60,60,Tx54,135,54,2,8.5,6,4,2454461.0110999993,0.35643764060328137,0.27497437585711887,0.16702999542739264,0.047753754000876295,1.2403870370360446,0.5439036458328982,0.3551625868052714,0.009792952,0.000104126,0.55365175,0.3636934161186218,0.2031103521585464,0.077147432
Tx54-L_135-Nb_4-S_60-O_25-ts_85-sk_60,60,Tx54,135,54,2.5,8.5,6,4,2454461.0110999993,0.3733358939183113,0.27567857338798246,0.16591442158194317,0.044036268861418815,1.2694587962952806,0.5253894097218018,0.3519860532404592,0.008862037,9.130848579275153e-05,0.5610547065734863,0.3629792630672455,0.1978592872619629,0.068815745
Tx54-L_135-Nb_4-S_60-O_30-ts_85-sk_60,60,Tx54,135,54,3,8.5,6,4,2454461.0110999993,0.3899307544578499,0.27648256058505544,0.16488748056685482,0.040928852309066475,1.2968745370359993,0.5049635416662627,0.3485795428237952,0.007726931,9.44823138411266e-05,0.5686014890670776,0.3624802827835083,0.1929190307855606,0.060859509
Tx54-L_135-Nb_4-S_90-O_15-ts_85-sk_60,60,Tx54,135,54,1.5,8.5,9,4,2454461.0110999993,0.420627892,0.30443524462709987,0.14437830818461242,0.036781155,1.0675907407398868,0.5688407407402856,0.1316536168980428,0.012804103,9.411610290044337e-05,0.633315384,0.3422395884990692,0.1434133499860763,0.02905369
Tx54-L_135-Nb_4-S_90-O_25-ts_85-sk_60,60,Tx54,135,54,2.5,8.5,9,4,2454461.0110999993,0.45627767718299117,0.3036166438040552,0.138426712,0.032000727,1.1037545138880058,0.5273296296292077,0.10762337962954353,0.010238999204274216,0.000100647,0.6497534513473511,0.3372711837291717,0.1339954435825348,0.021158507
Tx54-L_135-Nb_4-S_90-O_35-ts_85-sk_60,60,Tx54,135,54,3.5,8.5,9,4,2454461.0110999993,0.4913483676264931,0.30305774119774564,0.1326675354365651,0.026770148605374102,1.135237847221314,0.4820124131940588,0.083131445,0.007662561,9.140003848528977e-05,0.6672417521476746,0.3330734968185425,0.1252657920122146,0.014017476
Tx54-L_135-Nb_4-S_90-O_45-ts_85-sk_60,60,Tx54,135,54,4.5,8.5,9,4,2454461.0110999993,0.5253983356191498,0.30265263831708755,0.12796375857328585,0.02130182,1.1632748842583285,0.4322850405089134,0.058885720486064004,0.004893393,8.358753851211986e-05,0.6851112842559814,0.32945171,0.1171776354312896,0.007839374
Tx54-L_135-Nb_4-S_120-O_15-ts_85-sk_60,60,Tx54,135,54,1.5,8.5,12,4,2454461.0110999993,0.49554531321405254,0.31357216277981315,0.099288944,0.019331796982151886,1.0071986111103053,0.5218700231477307,0.015989308449061282,0.006573938,9.774769472414846e-05,0.7097954154014587,0.3066330552101135,0.096515879,0.01071936
Tx54-L_135-Nb_4-S_120-O_30-ts_85-sk_60,60,Tx54,135,54,3,8.5,12,4,2454461.0110999993,0.5514811156831436,0.30725816186532345,0.086085478,0.013525998,1.044252546295461,0.452208709,0.014835811812777483,0.004258307,8.248890566164846e-05,0.7364638447761536,0.2936279773712158,0.083283357,0.005072132
Tx54-L_135-Nb_4-S_120-O_45-ts_85-sk_60,60,Tx54,135,54,4.5,8.5,12,4,2454461.0110999993,0.605812199,0.30121251028782486,0.073388176,0.007383525,1.0749590277769179,0.376029196,0.013189166,0.001897922,9.71678607584181e-05,0.7645441889762878,0.2819999158382416,0.071046315,0.000644801
Tx54-L_135-Nb_4-S_120-O_60-ts_85-sk_60,60,Tx54,135,54,6,8.5,12,4,2454461.0110999993,0.6580294467301548,0.29553719250090665,0.061309831,0.001229842,1.1006249999991193,0.2933495949071727,0.011464715350106569,-0.000482306,8.804310488130795e-05,0.7934926748275757,0.2717174291610718,0.059782937,3.892729694143782e-09
Tx62-L_93-Nb_4-S_60-O_17-ts_85-sk_60,60,Tx62,93,62,1.75,8.5,6,4,3354555.433,0.46568886576445573,0.30343995452243805,0.1366736809649348,0.030780432,1.0722889784937657,0.4647878864243593,0.086270655,0.011552542737725971,7.376091193123102e-05,0.1246788501739502,0.065047726,0.025978535,0.004151574
Tx62-L_93-Nb_4-S_60-O_21-ts_85-sk_60,60,Tx62,93,62,2.1666666666666665,8.5,6,4,3354555.433,0.48718888503448904,0.30281296488972576,0.13262811693056026,0.027560122557499053,1.097836777552885,0.43224075940825635,0.070927341,0.009389776,6.829826541832063e-05,0.1269374936819076,0.064441532,0.02479003,0.00324385
Tx62-L_93-Nb_4-S_60-O_25-ts_85-sk_60,60,Tx62,93,62,2.5833333333333335,8.5,6,4,3354555.433,0.508951979,0.30225789108543283,0.12864499749479053,0.024177111034011566,1.1209444724453397,0.39825659442172434,0.055152044480802645,0.007331023,7.080070682263795e-05,0.1292986273765564,0.063891396,0.023649601,0.002389234
Tx62-L_93-Nb_4-S_60-O_30-ts_85-sk_60,60,Tx62,93,62,3,8.5,6,4,3354555.433,0.5306039233818548,0.3017256522909676,0.12574270628578987,0.020698040717600123,1.1424054099453225,0.36224210349433383,0.039424421412938886,0.005224354,7.21434802812837e-05,0.1316743344068527,0.063375771,0.022557303,0.001616057
